C,Accuracy,Precision,Recall,F1_Score
1.0,0.8178704856787049,0.8121480972149192,0.8178704856787049,0.8052217175142137
2.0,0.8147571606475716,0.8074061421678471,0.8147571606475716,0.8044460152550743
3.0,0.811332503113325,0.8033896231236753,0.811332503113325,0.8017973448397709
0.5,0.8107098381070984,0.8075295530007462,0.8107098381070984,0.7925932077173646
5.0,0.8082191780821918,0.8000189673544317,0.8082191780821918,0.7998154578429552
